Scraped date,Category,Series Title,Release Year,SNO,ENO,Episode Title,links
2018-03-13,FOX Shows,Love Connection,2017,1,10,Devilish in a Blue Dress,{'fox': ['8b7006eb21a23205766d9522d52da524']}
2018-03-13,FOX Shows,Love Connection,2017,1,9,White Chocolate & Roses,{'fox': ['9cc5bd956c30522b249c749f40b03d71']}
2018-03-13,FOX Shows,Love Connection,2017,1,8,Evan 'n Hell,{'fox': ['fcda856d1fe24d66987bc12a28e67148']}
2018-03-13,FOX Shows,Love Connection,2017,1,7,Grits Me Baby One More Time!,{'fox': ['00c2446cc205e83c9799fcaf9d820355']}
2018-03-13,FOX Shows,Love Connection,2017,1,6,Singer Stinger,{'fox': ['7507b35bfc875acda64669d50e2165c0']}
2018-03-13,FOX Shows,Love Connection,2017,1,5,Beauty And The Geek,{'fox': ['bca0fed7a127556007a08767029b6edd']}
2018-03-13,FOX Shows,Love Connection,2017,1,4,Put An Earring On It,{'fox': ['0cad012991cbaf6a7cccd66493c1a59e']}
2018-03-13,FOX Shows,Love Connection,2017,1,3,Brace Yourself For Love,{'fox': ['e6afeebad888961c9e863c16ec72f4c3']}
2018-03-13,FOX Shows,Love Connection,2017,1,2,Rowdy with a Chance of Meatballs,{'fox': ['95331bedded7a06ef7f59d08423a2b7e']}
2018-03-13,FOX Shows,Love Connection,2017,1,1,Don't Go Bacon My Heart,{'fox': ['a7cc70e0de0e531926957ec5f0ffa779']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,14,Episode Fourteen,{'fox': ['bfa48b2df5358e9f2c652520281c5ee9']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,13,Episode Thirteen,{'fox': ['4370e4cbdc380c49cbc414dda101bab1']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,12,Episode Twelve,{'fox': ['433e593492eac248de033efb31d71d25']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,11,Episode Eleven,{'fox': ['5ebc2a10d7fcd54640892a38298eb4c4']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,10,Episode Ten,{'fox': ['dead06eb7cab0d4e4e2404a3bb2e5b0d']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,9,Episode Nine,{'fox': ['91d1e6d2d4c90598401488d64ab95cdd']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,8,Episode Eight,{'fox': ['ea70a6f9d3e3ebf77359792da03675e2']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,7,Episode Seven,{'fox': ['0ec8187cca96e6f883c56022a0d3ef97']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,6,Episode Six,{'fox': ['704949bc3d9cd32fafc02e72344a2657']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,5,Episode Five,{'fox': ['8faedd7c6beaff608a40a6d9729f653e']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,4,Episode Four,{'fox': ['d6023fdb83357dc59f3384315093af77']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,3,Episode Three,{'fox': ['731248d209d1a40620fe92779e684e14']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,2,Episode Two,{'fox': ['8af4f0f3d89f598be5e96f782be3df51']}
2018-03-13,FOX Shows,Beat Shazam,2017,1,1,Episode One,{'fox': ['751308cd277debe0708c596a14e290e9']}
2018-03-13,FOX Shows,The F Word,2017,1,11,Episode Eleven,{'fox': ['51f9db1bda4b23c8d78a8526eee9947d']}
2018-03-13,FOX Shows,The F Word,2017,1,10,Episode Ten,{'fox': ['c4b40e4d49d8915ca34b693dfb228674']}
2018-03-13,FOX Shows,The F Word,2017,1,9,Episode Nine,{'fox': ['30f22008949305064d3134dc651489ba']}
2018-03-13,FOX Shows,The F Word,2017,1,8,Episode Eight,{'fox': ['b99b178c27de997b214d9d8b6c1171fe']}
2018-03-13,FOX Shows,The F Word,2017,1,7,Episode Seven,{'fox': ['a597b0eec6a2f5e3213c1264625c2da7']}
2018-03-13,FOX Shows,The F Word,2017,1,6,Episode Six,{'fox': ['2051f84445b31faa970fae10a34ae0a4']}
2018-03-13,FOX Shows,The F Word,2017,1,5,Episode Five,{'fox': ['136e06b35b15cb5f444a4e1f5995edda']}
2018-03-13,FOX Shows,The F Word,2017,1,4,Episode Four,{'fox': ['89fc4207beda08163150a733bc84a6d1']}
2018-03-13,FOX Shows,The F Word,2017,1,3,Episode Three,{'fox': ['de78d6d47e8c293f2fd99eba4ec76ecd']}
2018-03-13,FOX Shows,The F Word,2017,1,2,Episode Two,{'fox': ['a13870c9974956755bc7229aa88da7d9']}
2018-03-13,FOX Shows,The F Word,2017,1,1,Episode One,{'fox': ['d1f7154e8024e0ebef14114d64410521']}
2018-03-13,FOX Shows,American Grit,2017,2,10,Who's Got Grit?,{'fox': ['2157f31607c6702ea9e69766d3ce8c17']}
2018-03-13,FOX Shows,American Grit,2017,2,9,Cena Says,{'fox': ['2661672808b95e4b8f6cbb3d2c41c850']}
2018-03-13,FOX Shows,American Grit,2017,2,8,Shady Grady,{'fox': ['95b0b0ff0cb511dd4be846baa42b6ac8']}
2018-03-13,FOX Shows,American Grit,2017,2,7,Role Reversal,{'fox': ['41120c1fb1d12879c2e252f1937991d0']}
2018-03-13,FOX Shows,American Grit,2017,2,6,Selfish vs. Selfless,{'fox': ['9275ef6f2379aab15e3bce01694bef6e']}
2018-03-13,FOX Shows,American Grit,2017,2,5,Camp Love,{'fox': ['c81806b76e5a7d5b337e8585aefd181e']}
2018-03-13,FOX Shows,American Grit,2017,2,4,Secrets Are Revealed,{'fox': ['b30e891b5d9ab8bee696fcb723384ccb']}
2018-03-13,FOX Shows,American Grit,2017,2,3,Liar Liar,{'fox': ['f6c2bf6b387eb31a27dbba88e6b617ff']}
2018-03-13,FOX Shows,American Grit,2017,2,2,Cena Does the Dishes,{'fox': ['c98c8d971ab2e4abbeee19116d27c743']}
2018-03-13,FOX Shows,American Grit,2017,2,1,Find Your Grit,{'fox': ['d72a6ec4c968ac5f7862841fed90caaf']}
2018-03-13,FOX Shows,Superhuman,2017,1,8,Genius Knows No Boundaries,{'fox': ['938d82f314e8f599c21e40cfaea8aadf']}
2018-03-13,FOX Shows,Superhuman,2017,1,7,Powers of Deduction,{'fox': ['de0794ea3aaa55adce551ce02f35a6c7']}
2018-03-13,FOX Shows,Superhuman,2017,1,6,No Task Too Tall,{'fox': ['f1329f22a6c1be6207423d47ad18ed37']}
2018-03-13,FOX Shows,Superhuman,2017,1,5,All Parts Extraordinary,{'fox': ['492e6e211d567a39dbc4ad07024a10b3']}
2018-03-13,FOX Shows,Superhuman,2017,1,4,Extreme Awareness,{'fox': ['82ae6bdd71cbe46945365dca7e4b033d']}
2018-03-13,FOX Shows,Superhuman,2017,1,3,Believe The Unbelievable,{'fox': ['f475d51ac6a845f87cdeaf3cf2b3e5aa']}
2018-03-13,FOX Shows,Superhuman,2017,1,2,More Than Meets the Mind,{'fox': ['3f321f2d57fd5bd45e7bb6d0b513bac3']}
2018-03-13,FOX Shows,Superhuman,2017,1,1,Beyond the Imagination,{'fox': ['9522c87b0ee20d0ef67c10abc12742dc']}
2018-03-13,FOX Shows,Genius,2017,1,10,Einstein: Chapter Ten,{'fox': ['d0ad7e8d8c22a6fbf8a5a78c43c68ada']}
2018-03-13,FOX Shows,Genius,2017,1,9,Einstein: Chapter Nine,{'fox': ['da98a1e88758a688550bb68a1218b562']}
2018-03-13,FOX Shows,Genius,2017,1,8,Einstein: Chapter Eight,{'fox': ['c44c5361b85e5ce718698caa297155bd']}
2018-03-13,FOX Shows,Genius,2017,1,7,Einstein: Chapter Seven,{'fox': ['33ecb3afba0484dacebc9a1f0e6f50e2']}
2018-03-13,FOX Shows,Genius,2017,1,6,Einstein: Chapter Six,{'fox': ['6b3cf0c53ef9ece936f302e35a3c5e51']}
2018-03-13,FOX Shows,Genius,2017,1,5,Einstein: Chapter Five,{'fox': ['e56c493426a060e8145cadff1a2f8f05']}
2018-03-13,FOX Shows,Genius,2017,1,4,Einstein: Chapter Four,{'fox': ['360ead24ffa23403c9378ba330354123']}
2018-03-13,FOX Shows,Genius,2017,1,3,Einstein: Chapter Three,{'fox': ['0ed7714a0491254eeb16df6a730f0a5f']}
2018-03-13,FOX Shows,Genius,2017,1,2,Einstein: Chapter Two,{'fox': ['8439b1b1f7c0b21cffd0f3c2cb5ddb7f']}
2018-03-13,FOX Shows,Genius,2017,1,1,Einstein: Chapter One,{'fox': ['06ab813e484da68dc144b8a8b0ca6ee0']}
2018-03-13,FOX Shows,Dr. K's Exotic Animal ER,2014,4,10,Frenemy Freak Outs!,{'fox': ['ceed61ee015e17aabfbf8b4bc2a87bd0']}
2018-03-13,FOX Shows,Dr. K's Exotic Animal ER,2014,4,9,Jelly Bellies,{'fox': ['740fc1459541a311cc03ad9e15914380']}
2018-03-13,FOX Shows,Dr. K's Exotic Animal ER,2014,4,8,Prairie Dog Companion,{'fox': ['50610ec73f269849b5ce706539fa93fd']}
2018-03-13,FOX Shows,Dr. K's Exotic Animal ER,2014,4,7,Pain in the Beak,{'fox': ['403aaeaeffe2c2b575a764326ad271ed']}
2018-03-13,FOX Shows,Dr. K's Exotic Animal ER,2014,4,6,Hubble Trouble,{'fox': ['d6d7fdb63836775f17fc44dc04a5c318']}
2018-03-13,FOX Shows,Dr. K's Exotic Animal ER,2014,4,5,Return of the Dragon,{'fox': ['4a5f54b5b8bb78582e263726a3f5e448']}
2018-03-13,FOX Shows,Dr. K's Exotic Animal ER,2014,4,4,Gettin' Squirrely,{'fox': ['4a3055e337a5417a81ff9502abd8e8ac']}
2018-03-13,FOX Shows,Dr. K's Exotic Animal ER,2014,4,3,Eye-Eye-Ay!,{'fox': ['e6061b45edf22bd163262101fa3ab2c5']}
2018-03-13,FOX Shows,Dr. K's Exotic Animal ER,2014,4,2,One Funky Monkey,{'fox': ['1ded0488026cda31c3881db2b763aebf']}
2018-03-13,FOX Shows,Dr. K's Exotic Animal ER,2014,4,1,Baby Kangaroo Alert!,{'fox': ['5b769d89f45f8ab6478e08d58769a302']}
2018-03-13,FOX Shows,Bandit Patrol,2015,3,6,Raccoons Gone Wild,{'fox': ['d18b4d12f6ab4ffcd12a03e974269a75']}
2018-03-13,FOX Shows,Bandit Patrol,2015,3,5,Owl in the Family,{'fox': ['6c71a1a71d5715ff1baa79a7e7ee6d0e']}
2018-03-13,FOX Shows,Bandit Patrol,2015,3,4,Vicious Little Mink,{'fox': ['cadc4096e523856a23557397dd4236c1']}
2018-03-13,FOX Shows,Bandit Patrol,2015,3,3,Red Hawk Down,{'fox': ['8b85b588a6de8da009cbb8b4bb2e1a19']}
2018-03-13,FOX Shows,Bandit Patrol,2015,3,2,The Bald and the Beautiful,{'fox': ['9d87166da55b1a451ef9d96ba9b04d96']}
2018-03-13,FOX Shows,Bandit Patrol,2015,3,1,Bat in the Crack,{'fox': ['9382717846cc61e5f633087ea59d61e7']}
2018-03-13,FOX Shows,Shots Fired,2017,1,10,Hour Ten: Last Dance,{'fox': ['174449472ef247c7ef5e9e0b922a0994']}
2018-03-13,FOX Shows,Shots Fired,2017,1,9,Hour Nine: Come to Jesus,{'fox': ['072235add591ccb3afb1d88e0e73ba7d']}
2018-03-13,FOX Shows,Shots Fired,2017,1,8,Hour Eight: Rock Bottom,{'fox': ['e5a769eb560e8677ae235440c5456460']}
2018-03-13,FOX Shows,Shots Fired,2017,1,7,Hour Seven: Content Of Their Character,{'fox': ['fa70468084cac47f632e181b1e66c384']}
2018-03-13,FOX Shows,Shots Fired,2017,1,6,Hour Six: The Fire This Time,{'fox': ['ca2df6bd12a5b4e233ba2b225ae2f635']}
2018-03-13,FOX Shows,Shots Fired,2017,1,5,Hour Five: Before the Storm,{'fox': ['52be79691d54495a3288f8a786c9fdb0']}
2018-03-13,FOX Shows,Shots Fired,2017,1,4,Hour Four: Truth,{'fox': ['93980df132621f3d3b496469df26de48']}
2018-03-13,FOX Shows,Shots Fired,2017,1,3,Hour Three: Somebody's Son,{'fox': ['e4487fc617822fa7b23c6ad5fe5c638d']}
2018-03-13,FOX Shows,Shots Fired,2017,1,2,Hour Two: Betrayal of Trust,{'fox': ['eeb0cbab2f27498cbb6858fd2d715f13']}
2018-03-13,FOX Shows,Shots Fired,2017,1,1,Hour One: Pilot,{'fox': ['a078dca4b22c658e541ee6cba2863ac2']}
2018-03-13,FOX Shows,New Girl,2011,6,22,Five Stars for Beezus,{'fox': ['5f6a778ae53852a85850faca981d804d']}
2018-03-13,FOX Shows,New Girl,2011,6,21,San Diego,{'fox': ['a2e2bc09b57482bf4853d1bd63a56f19']}
2018-03-13,FOX Shows,New Girl,2011,6,20,Misery,{'fox': ['37827803c0d3f707b1659ffcd79319da']}
2018-03-13,FOX Shows,New Girl,2011,6,19,Socalyalcon VI,{'fox': ['f0eb5066d169fa820a61eac5158d21f4']}
2018-03-13,FOX Shows,New Girl,2011,6,18,Young Adult,{'fox': ['56894d0e21fa69c0ecdb88756f038982']}
2018-03-13,FOX Shows,Gender Revolution: A Journey with Katie Couric,2017,1,1,Gender Revolution: A Journey with Katie Couric,{'fox': ['d290288df95be762aa96e0fa77310a38']}
2018-03-13,FOX Shows,MARS,2016,1,6,Crossroads,{'fox': ['5aea072ea8e10aa716d163a7aa4a0563']}
2018-03-13,FOX Shows,MARS,2016,1,5,Darkest Days,{'fox': ['70743eb04a7f0fe2b16732db27c3ab46']}
2018-03-13,FOX Shows,MARS,2016,1,4,Power,{'fox': ['9c216a069c062e6d6f74ed828c2bf55d']}
2018-03-13,FOX Shows,MARS,2016,1,3,Pressure Drop,{'fox': ['df57027af69202065d435e932114194c']}
2018-03-13,FOX Shows,MARS,2016,1,2,Grounded,{'fox': ['4ac8a03a8951dbd1cb93eeaa4386452d']}
2018-03-13,FOX Shows,MARS,2016,1,1,Novo Mundo,{'fox': ['780dc182cbe22fa56bb169dd299942c6']}
2018-03-13,FOX Shows,Running Wild with Bear Grylls,2014,3,6,Mel B.,{'fox': ['74b03f59c5367fa3a9f5fa1b6dd2d24d']}
2018-03-13,FOX Shows,Running Wild with Bear Grylls,2014,3,1,Nick Jonas,{'fox': ['d2f789041c23a04aad9b3c2f593e611f']}
2018-03-13,FOX Shows,Running Wild with Bear Grylls,2014,2,9,President Barack Obama,{'fox': ['ac4b3d9ed7e031246c8ccd6f3554ee27']}
2018-03-13,FOX Shows,Running Wild with Bear Grylls,2014,2,5,Michelle Rodriguez,{'fox': ['c22802e9df7c981dd0682de6cce7585f']}
2018-03-13,FOX Shows,Running Wild with Bear Grylls,2014,2,2,Jessie Tyler Ferguson,{'fox': ['56b1d066c15064742fedbf77b68ed57b']}
2018-03-13,FOX Shows,Running Wild with Bear Grylls,2014,2,1,Kate Hudson,{'fox': ['c499bda96af2bea08d573fc4142a0992']}
2018-03-13,FOX Shows,Archer,2009,6,13,"Drastic Voyage, Part 2",{'fox': ['2b94ae111300a8c5aa26c331db0db8ed']}
2018-03-13,FOX Shows,Archer,2009,6,12,Drastic Voyage: Part 1,{'fox': ['6c874795f7f45e6cec42fd39df45993a']}
2018-03-13,FOX Shows,Archer,2009,6,11,Achub y Morfilod,{'fox': ['ab27e2e97d1ed585d8ade1d8cc44dbc5']}
2018-03-13,FOX Shows,Archer,2009,6,10,Reignition Sequence,{'fox': ['b5a6b735a2b560003d73a93d3a3fd9da']}
2018-03-13,FOX Shows,Archer,2009,6,9,Pocket Listing,{'fox': ['c4a8b82de812109a09eff0197c2d33c9']}
2018-03-13,FOX Shows,Archer,2009,6,8,The Kanes,{'fox': ['ef2ca566c9f218a9a7ee3e57d5862cb0']}
2018-03-13,FOX Shows,Archer,2009,6,7,Nellis,{'fox': ['e91532faf210c98c96ad1ba80bdaecf1']}
2018-03-13,FOX Shows,Archer,2009,6,6,Sitting,{'fox': ['0826bc93d5c48f0bc3b898ac8e2b7902']}
2018-03-13,FOX Shows,Archer,2009,6,5,Vision Quest,{'fox': ['11493ce0a7b6a0359db351c046355ab7']}
2018-03-13,FOX Shows,Archer,2009,6,4,Edie's Wedding,{'fox': ['3f28eea4eded3cb19511ff227e38a708']}
2018-03-13,FOX Shows,Archer,2009,6,3,The Archer Sanction,{'fox': ['8f5da15650e24927e4a0a3f4228929e3']}
2018-03-13,FOX Shows,Archer,2009,6,2,Three to Tango,{'fox': ['4e25363d02c80437f2470f194c040150']}
2018-03-13,FOX Shows,Archer,2009,6,1,The Holdout,{'fox': ['077eca6a37e6ae5f35133d8e69f0c6c8']}
2018-03-13,FOX Shows,Parks and Recreation,2015,6,11,New Beginnings,{'fox': ['30e0aefdf741c9750fa448f38bc4b0fd']}
2018-03-13,FOX Shows,Parks and Recreation,2015,6,10,Second Chunce,{'fox': ['e45d55cc839d9496d129cf14348f7fd5']}
2018-03-13,FOX Shows,Parks and Recreation,2015,6,9,The Cones Of Dunshire,{'fox': ['5dadb903cacd2afdd19019bbe1fe012b']}
2018-03-13,FOX Shows,Parks and Recreation,2015,6,8,Fluoride,{'fox': ['ec4b9a113572c9eebdcad5389ca1af72']}
2018-03-13,FOX Shows,Parks and Recreation,2015,6,7,Recall Vote,{'fox': ['5d7020f121d85b0c360fdaaceb97f6d6']}
2018-03-13,FOX Shows,How I Met Your Mother,2014,7,23,The Magician's Code Pt 1,{'fox': ['45fc42101057b5e8223d5f6db52799cc']}
2018-03-13,FOX Shows,How I Met Your Mother,2014,7,24,The Magician's Code Pt 2,{'fox': ['00a5fc205f4dcbddbc5951c916723577']}
2018-03-13,FOX Shows,How I Met Your Mother,2014,7,22,Good Crazy,{'fox': ['520ae984e145cff6b25637e2fbfa9a9a']}
2018-03-13,FOX Shows,How I Met Your Mother,2014,7,21,Now We're Even,{'fox': ['d2c49ab7a43716b073b10b83a2d4fad5']}
2018-03-13,FOX Shows,How I Met Your Mother,2014,7,20,Trilogy Time,{'fox': ['0385955a41658f874f3bd01892f6d2cf']}
2018-03-13,FOX Shows,Mike & Molly,2010,1,13,Mike Goes to the Opera,{'fox': ['70675fd9eae8ba4fb10b10f9a25b635c']}
2018-03-13,FOX Shows,Mike & Molly,2010,1,12,First Christmas,{'fox': ['d7275ad0caae46416f33a35d4410e057']}
2018-03-13,FOX Shows,Mike & Molly,2010,1,11,Carl Gets a Girl,{'fox': ['7a3e69211474ca2bb78467efb62f6f72']}
2018-03-13,FOX Shows,Mike & Molly,2010,1,10,Molly Gets a Hat,{'fox': ['c0412cad8a0bc4cef944e5af3ab54bac']}
2018-03-13,FOX Shows,Mike & Molly,2010,1,9,Mike's New Boots,{'fox': ['a68779ee4bddcb6bfe6c423d34b6efef']}
2018-03-13,FOX Shows,Mike & Molly,2010,1,8,Mike Snores,{'fox': ['2a0f0d3245a7dc0886e184ecc9856a1c']}
2018-03-13,FOX Shows,Mike & Molly,2010,1,7,After the Lovin',{'fox': ['5199d89cbda7923e31cf2a2129957d1c']}
2018-03-13,FOX Shows,Mike & Molly,2010,1,6,Mike's Apartment,{'fox': ['9e4a52b6f845b339049b0c72270aa272']}
2018-03-13,FOX Shows,Mike & Molly,2010,1,5,Carl Is Jealous,{'fox': ['88c591244dd3d3c8422a17dcc9dd5eaf']}
2018-03-13,FOX Shows,Mike & Molly,2010,1,4,Mike's Not Ready,{'fox': ['9741f4545cccaa80522fd5221a287a5d']}
