Scraped date,Category,Series Title,Release Year,SNO,ENO,Episode Title,links
2018-03-13,FOX Shows,Life Below Zero: Ice Breakers,2015,10,1,Coming Home,{'fox': ['d87d86107164bfc79eb54ac112c055bc']}
2018-03-13,FOX Shows,Lethal Weapon,2016,2,17,The Odd Couple,{'fox': ['51d9c90251d8b2884533c27bb6dac3f8']}
2018-03-13,FOX Shows,Lethal Weapon,2016,2,16,Ruthless,{'fox': ['5d9463140dcf167cef3c9c8da286e9a8']}
2018-03-13,FOX Shows,Lethal Weapon,2016,2,15,An Inconvenient Ruth,{'fox': ['e5879330e73baf25c85c418eb9df5cf1']}
2018-03-13,FOX Shows,Lethal Weapon,2016,2,14,Double Shot of Baileys,{'fox': ['19e882390366613471a4289817b29dfa']}
2018-03-13,FOX Shows,Lethal Weapon,2016,2,13,Better Living Through Chemistry,{'fox': ['ea65e968476b19e3ff489a2e63be5349']}
2018-03-13,FOX Shows,Nat Geo Travel,2018,1,2,Wild Australia: Koala Forest,{'fox': ['1a829f493522f7e2c8159f7ff9204250']}
2018-03-13,FOX Shows,Nat Geo Travel,2018,1,1,The Getaway: Jenny Slate in Barcelona,{'fox': ['26d449baced5a634abef465f2ecdefcd']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,20,Stephen Hawking,{'fox': ['8c471d213aa71205066c84e46ad29009']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,19,Astronaut Scott Kelly,{'fox': ['b32c7bcfbe0c8fc940d309ae93eb2246']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,18,Kelly Slater and the Science of Surfing,{'fox': ['27d8ef1dab5f5b4ba7c2d32fedb3d6e2']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,17,Frank Oz and the Science of Puppeteering,{'fox': ['958b0813242fa63d358eed1dca1d2970']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,16,Sam Harris and the Science of Belief,{'fox': ['5f484ea87269a30a0de8468a4b5c853c']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,15,True Story of Hidden Figures,{'fox': ['d0be8de664ff38346082f87aaf73a1ef']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,14,Stephen Colbert,{'fox': ['2d82fe0fe2fdc2acb7002956082f6a5b']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,13,Alan Alda,{'fox': ['788cfc3c885b3718d147f1f47d08d5c2']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,12,Interstellar Space Travel,{'fox': ['9589eff71b69abe10eb205664c269975']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,11,Salman Rushdie,{'fox': ['65f6ebd1e12271f1a5415a1b413ab8a8']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,10,Celestial Navigation,{'fox': ['4386c9dd145904ea48b852f1da49a91f']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,9,James Cameron,{'fox': ['65b29013ec30b602ba92046aeed06211']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,8,"Sylvia Earle, Fabien Cousteau & Adrian Grenier",{'fox': ['f3197f09af4b3683a5e588f10bbbd813']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,7,Katy Perry,{'fox': ['37863831a1e0445e3ac8a4db55d89d14']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,6,SciFi Meets National Defense,{'fox': ['0a036bd9f611a976eb5ed144565869ef']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,5,Kevin Smith,{'fox': ['6b26175b3a3b1f5a73e3a6a4550def10']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,4,Katie Couric,{'fox': ['b9ca630da1bae0608395e6c2543d99cf']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,3,Jane Goodall,{'fox': ['e8b99e405c8561991a87b2dfe75b7147']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,2,Kareem Abdul-Jabbar,{'fox': ['0388347520199608b683669e07d68c6f']}
2018-03-13,FOX Shows,StarTalk with Neil DeGrasse Tyson,2015,4,1,Lance Armstrong,{'fox': ['6ca719ee0088137ad761ca6c71337b45']}
2018-03-13,FOX Shows,Destination WILD,2016,1,64,Wild Chile: Life without Water,{'fox': ['d93aba99416ff36dd6231bc4feb0c116']}
2018-03-13,FOX Shows,Destination WILD,2016,1,60,Wild Chile: Ends of the Earth,{'fox': ['9329117ab7703fe7ded62998d1d5af0c']}
2018-03-13,FOX Shows,Destination WILD,2016,1,59,Wild Love,{'fox': ['04063a93372f687a8b2da0eab3d5eaed']}
2018-03-13,FOX Shows,Destination WILD,2016,1,58,Wolverine,{'fox': ['96fc6f599ef48836d419a6ffbb2a3b40']}
2018-03-13,FOX Shows,Destination WILD,2016,1,57,Dino Bird,{'fox': ['7220e0c06e858abb198b3e9473393791']}
2018-03-13,FOX Shows,Destination WILD,2016,1,56,Planet of the Birds,{'fox': ['b9179dd74f4939a285825cccc9055ffd']}
2018-03-13,FOX Shows,Destination WILD,2016,1,55,Untamed Philippines: Wild Paradise,{'fox': ['3b4313a74e53006e633b1fed11b6de77']}
2018-03-13,FOX Shows,Destination WILD,2016,1,54,Untamed Philippines: Enchanted Islands,{'fox': ['6c4b362b1226b09b1f27dfa7c8ef2630']}
2018-03-13,FOX Shows,Locked Up Abroad: Best Of,2007,8,10,Caught in the Crossfire,{'fox': ['157df0d8e13708bbfaeac3569e65a403']}
2018-03-13,FOX Shows,Locked Up Abroad: Best Of,2007,8,9,Busted in Customs,{'fox': ['d36e7d44db498332eff178da35ca8ffd']}
2018-03-13,FOX Shows,Locked Up Abroad: Best Of,2007,8,8,Love is a Drug,{'fox': ['65566de683dd8e43e8f51df23552570f']}
2018-03-13,FOX Shows,Locked Up Abroad: Best Of,2007,8,7,Bad Hombres,{'fox': ['a87388ae4e213148fbf491698f4bed8d']}
2018-03-13,FOX Shows,Locked Up Abroad: Best Of,2007,8,6,Prisoners of War,{'fox': ['c83052526bd73d66c004532c6c25a946']}
2018-03-13,FOX Shows,Locked Up Abroad: Best Of,2007,8,5,Partners in Crime,{'fox': ['b32858b5bad5e8c99e3b43593608d7e4']}
2018-03-13,FOX Shows,Locked Up Abroad: Best Of,2007,8,4,Parents in Prison,{'fox': ['42aed3c6c35344d8b58c2a6c1e83d115']}
2018-03-13,FOX Shows,Locked Up Abroad: Best Of,2007,8,3,Dying for the Mob,{'fox': ['8efc58cd4fe822500d66478a8a7a71fe']}
2018-03-13,FOX Shows,Locked Up Abroad: Best Of,2007,8,2,Drug Desperados,{'fox': ['46bfdcb734da858bc027f7fc395dd8af']}
2018-03-13,FOX Shows,Locked Up Abroad: Best Of,2007,8,1,Brazen Breakouts,{'fox': ['03f7c26ccc6e5493452a4365b087438d']}
2018-03-13,FOX Shows,Primal Survivor,2016,3,8,Hazen vs. the Volcano,{'fox': ['d750478308db2cc4e42ffbe5ccfd8f0c']}
2018-03-13,FOX Shows,Primal Survivor,2016,3,7,Blistering Heights,{'fox': ['2785dcb59202fa8644a4b2bc321de4a6']}
2018-03-13,FOX Shows,Primal Survivor,2016,3,6,Rage Against the River,{'fox': ['1bbcb157768407711bf24b13d3566bc8']}
2018-03-13,FOX Shows,Primal Survivor,2016,3,5,Storming the Sahara,{'fox': ['1a2856c688a6f09678f6dcfe4028ff0e']}
2018-03-13,FOX Shows,Primal Survivor,2016,3,4,Operation Deep Freeze,{'fox': ['2467154ebde23dce220c429ed8c95b91']}
2018-03-13,FOX Shows,Primal Survivor,2016,3,3,Crocodile Hunter,{'fox': ['f0b289bd257438501cabd3548ba3ef33']}
2018-03-13,FOX Shows,Primal Survivor,2016,3,2,Into the Jungle,{'fox': ['c5d97a96986210ca24bbbd7f46b85ec5']}
2018-03-13,FOX Shows,Primal Survivor,2016,3,1,Trial By Ocean,{'fox': ['860007261667bb562975ecaa8450cb96']}
2018-03-13,FOX Shows,Primal Survivor,2016,2,6,Killer Blizzard,{'fox': ['af3568b13225b9bf52252ccc9cb9e6ed']}
2018-03-13,FOX Shows,Primal Survivor,2016,2,5,Killer Seas,{'fox': ['9a54854c92b5505521a91234ac7f77a1']}
2018-03-13,FOX Shows,Primal Survivor,2016,2,4,Hostile Canyon,{'fox': ['36b460ddc0bb764942bbeb17e4d5e505']}
2018-03-13,FOX Shows,Primal Survivor,2016,2,3,Outback Inferno,{'fox': ['1cbb09c2d97fa0b225dbc9309fb77eed']}
2018-03-13,FOX Shows,Primal Survivor,2016,2,2,Deadly Desert,{'fox': ['4bb1111f2f4b6e717fc19b5fbf635cc8']}
2018-03-13,FOX Shows,Primal Survivor,2016,2,1,Jungle Sacrifice,{'fox': ['b76d211c33653c1bd0757d27f70c18df']}
2018-03-13,FOX Shows,Locked Up Abroad: Breakout,2018,1,10,Trouble in Tripoli,{'fox': ['49ef3de41608492e5bb6ccf50e5a0e78']}
2018-03-13,FOX Shows,Locked Up Abroad: Breakout,2018,1,9,Ganja Getaway,{'fox': ['f0385dd02feab23c4c7cba002fc278d8']}
2018-03-13,FOX Shows,Locked Up Abroad: Breakout,2018,1,8,Navy Narco,{'fox': ['60f004f631efa1e448c940682a3ee5af']}
2018-03-13,FOX Shows,Locked Up Abroad: Breakout,2018,1,7,Running from Rebels,{'fox': ['f07c2828836b091e323333cfbacc98ce']}
2018-03-13,FOX Shows,Locked Up Abroad: Breakout,2018,1,6,Tijuana Trouble,{'fox': ['4f09bc17b2380e15bf9bf0210a2196a6']}
2018-03-13,FOX Shows,Locked Up Abroad: Breakout,2018,1,5,Bounty Hunted,{'fox': ['f29c0766066021bd86ebbfc0fce9ef61']}
2018-03-13,FOX Shows,Locked Up Abroad: Breakout,2018,1,4,Nineteen and Busted,{'fox': ['0cb0e41984f2f7b22bff12c254c16795']}
2018-03-13,FOX Shows,Locked Up Abroad: Breakout,2018,1,3,Captured by Al Qaeda,{'fox': ['0e500596f9467a9dc21f14c5444e74b0']}
2018-03-13,FOX Shows,Locked Up Abroad: Breakout,2018,1,2,Kilos in Quito,{'fox': ['7ea3a3030d6534a50919a5575bd72f2d']}
2018-03-13,FOX Shows,Locked Up Abroad: Breakout,2018,1,1,Mail Order Hash,{'fox': ['3d74ffadf1f2d1b88346f575e079ec7a']}
2018-03-13,FOX Shows,Chain of Command,2018,1,8,"Part 8, 'Why We Fight'",{'fox': ['c9d0264e0267d24b0370ace3e41fad6e']}
2018-03-13,FOX Shows,Chain of Command,2018,1,7,"Part 7, 'War Without Borders'",{'fox': ['165c7a5afe7fbf89ed7a78e7d711219b']}
2018-03-13,FOX Shows,Chain of Command,2018,1,6,"Part 6, 'Crossroads'",{'fox': ['1726de01b475b514c28be42580a89b34']}
2018-03-13,FOX Shows,Chain of Command,2018,1,5,"Part 5, 'Generations'",{'fox': ['6a44c1be1537d901e6c8a7eb115f0f47']}
2018-03-13,FOX Shows,Chain of Command,2018,1,4,"Part 4, The End of the Beginning'",{'fox': ['bdba25bb323feaaad45cda9f9e532c2d']}
2018-03-13,FOX Shows,Chain of Command,2018,1,3,"Part 3, Shoulder to Shoulder",{'fox': ['ab25a819eb0987bce9301cfdb2b32d06']}
2018-03-13,FOX Shows,Chain of Command,2018,1,2,"Part 2, Perception and Reality",{'fox': ['d5f6197f242f9c3f38910e95c8835fbd']}
2018-03-13,FOX Shows,Chain of Command,2018,1,1,"Part 1, By, With & Through",{'fox': ['b3fa8687ee21dc4276d3c5df155ffc92']}
2018-03-13,FOX Shows,Life Below Zero,2013,10,8,Close Encounter,{'fox': ['8bf03f69b3aeb93d2cec1171e93fa22e']}
2018-03-13,FOX Shows,Life Below Zero,2013,10,7,The Widowmaker,{'fox': ['2c05a2015c0fc31b2e1c67ce501ff083']}
2018-03-13,FOX Shows,Life Below Zero,2013,10,6,Heavy Load,{'fox': ['8be1c58c17ae5cbb3b9737ae55c8c45b']}
2018-03-13,FOX Shows,Life Below Zero,2013,10,5,The Intruder,{'fox': ['5a4e1af5c91b5714160579982c7cc2c9']}
2018-03-13,FOX Shows,Life Below Zero,2013,10,4,To Catch a King,{'fox': ['690a24e0ed1512c6d5db3e8f19272ba1']}
2018-03-13,FOX Shows,Life Below Zero,2013,10,3,Facing Fears,{'fox': ['8cce77bf300c9d7481b42578ff9b5b03']}
2018-03-13,FOX Shows,Life Below Zero,2013,10,2,New Territory,{'fox': ['4951a4e7416b5c0ed0904c73a9d33e60']}
2018-03-13,FOX Shows,Life Below Zero,2013,10,1,Homecoming,{'fox': ['ef219cf3289a9b5417efd56d284d6624']}
2018-03-13,FOX Shows,Locked Up Abroad,2007,8,7,Gaddafi's American Prisoner,{'fox': ['aff912ca5145adaff94d98c37edeeb40']}
2018-03-13,FOX Shows,Locked Up Abroad,2007,8,6,Bad Bromance,{'fox': ['ac2aea749c80f12c473c508cb6ae066d']}
2018-03-13,FOX Shows,Locked Up Abroad,2007,8,5,Mexican Border Bust,{'fox': ['5df45c6d94746656cb10d836fbb63ace']}
2018-03-13,FOX Shows,Locked Up Abroad,2007,8,4,Double Crossed in the Desert,{'fox': ['afe97432a8a1b4965bffa04a13f73b11']}
2018-03-13,FOX Shows,Locked Up Abroad,2007,8,3,Narco at Nineteen,{'fox': ['0440b2f2151f6c0839f706313075379b']}
2018-03-13,FOX Shows,Locked Up Abroad,2007,8,2,Escape from Al Qaeda,{'fox': ['275b97decbef896bda2130873eeb43fb']}
2018-03-13,FOX Shows,Locked Up Abroad,2007,8,1,Breaking Bad in Britain,{'fox': ['b4e36da49c78fd114f207376e98fc0b9']}
2018-03-13,FOX Shows,BarkFest,2017,4,20,Cesar 911: Who's The Boss,{'fox': ['0272f65546ad7f7a832d153900bd70fc']}
2018-03-13,FOX Shows,BarkFest,2017,4,19,Cesar 911: The Biggest and Baddest,{'fox': ['2631fd2407f5ebc844e34a128abc1bfd']}
2018-03-13,FOX Shows,BarkFest,2017,4,18,Cesar 911: Tiny Terrors,{'fox': ['48742b1a4aea26e10f66141dfcd754f9']}
2018-03-13,FOX Shows,BarkFest,2017,4,17,A Dog Saved My Life,{'fox': ['515bcbfe5deb62d6fe06c3f6c938b72b']}
2018-03-13,FOX Shows,BarkFest,2017,4,16,World's Greatest Dogs,{'fox': ['4f231fd0550065b1c59eac94c9e8f8cc']}
2018-03-13,FOX Shows,BarkFest,2017,4,15,Is Your Dog A Genius?: Best in Show,{'fox': ['2f1320d85b1bd4c36909ebf059ac92f2']}
2018-03-13,FOX Shows,BarkFest,2017,4,14,The Incredible Dr. Pol: Deja MOO!: Dog-a-POL-ooza,{'fox': ['97b63fa11639ec51bcee8b6838781f1f']}
2018-03-13,FOX Shows,BarkFest,2017,4,13,Puppies vs. the World,{'fox': ['b3517b9f97d22b1a4d4b92cfddd1f0de']}
2018-03-13,FOX Shows,BarkFest,2017,4,12,Puppy Days: What To Expect When Youre ExpectingPuppies!,{'fox': ['fca5a0b8ea0d639e81e965599b17c79a']}
2018-03-13,FOX Shows,BarkFest,2017,4,11,Second Chance Chihuahuas,{'fox': ['ed48c84d20eff069fc97425efe96ec0b']}
2018-03-13,FOX Shows,BarkFest,2017,4,10,Boss Dog,{'fox': ['2e3c6149adddfcdae3264c250d11d134']}
2018-03-13,FOX Shows,BarkFest,2017,4,9,Super Pups,{'fox': ['41be06338893a8cec2cd9a935c1e320c']}
2018-03-13,FOX Shows,BarkFest,2017,4,8,Wonder of Dogs: A Dog's Best Friend,{'fox': ['a1c1d07f83a1a5eed6118e60603a963f']}
2018-03-13,FOX Shows,BarkFest,2017,4,7,Wonder of Dogs: A Dog for Every Job,{'fox': ['8c29febe34b6cef0e56d6fb4b770318d']}
2018-03-13,FOX Shows,BarkFest,2017,4,6,World's Funniest Dogs,{'fox': ['b79f5ab631eeff56130b7d9eb63a6f5a']}
2018-03-13,FOX Shows,BarkFest,2017,4,5,Who's Your Doggie?,{'fox': ['93ac19feca72f8765bede84f438905ad']}
2018-03-13,FOX Shows,BarkFest,2017,4,4,Science of Dogs: The X Factor,{'fox': ['fba9778667ad544a487fc4bf04a18d4c']}
2018-03-13,FOX Shows,BarkFest,2017,4,3,How Dogs Got Their Shapes,{'fox': ['3ba8031139e88a7081a58af6ae936de9']}
2018-03-13,FOX Shows,BarkFest,2017,4,2,"Is Your Dog A Genius?: Doggy See, Doggy Do",{'fox': ['e09d602e8efe65a3eddcb200fbd14db6']}
2018-03-13,FOX Shows,BarkFest,2017,4,1,Is Your Dog A Genius?: Who's Your Doggy?,{'fox': ['af6d675a7a1605ea4b77c92cd4f966d8']}
2018-03-13,FOX Shows,Road to Westminster Dog Show,2018,1,2,Best in Show?,{'fox': ['29a69e6dd358add909dcb2b646b44ef9']}
2018-03-13,FOX Shows,Road to Westminster Dog Show,2018,1,1,Time to Shine,{'fox': ['0dd115230050f12ce41c4de75335af98']}
2018-03-13,FOX Shows,Inside North Korea,2018,1,3,Live From the Games,{'fox': ['4b523e23e678c09647625c07a0f0f534']}
2018-03-13,FOX Shows,Inside North Korea,2018,1,2,Inside North Korea: The Kim Dynasty,{'fox': ['a128f56528f70e08b50ae0e25c8f6f5f']}
2018-03-13,FOX Shows,The Incredible Dr. Pol: Best Of,2011,12,2,Be My Canine,{'fox': ['a44a8d1ef9b2ab553e2c339d5e977a0c']}
2018-03-13,FOX Shows,The Incredible Dr. Pol: Best Of,2011,12,1,Kitten Kaboodle,{'fox': ['dc4a6a87f2339781041302e33193b620']}
2018-03-13,FOX Shows,The Four: Battle for Stardom,2018,1,6,Finale,{'fox': ['e6eb4dbfde2fd109103eceea860ff0ae']}
2018-03-13,FOX Shows,The Four: Battle for Stardom,2018,1,5,Week Five,{'fox': ['a13e65207316b9b10f5c978917965e3b']}
2018-03-13,FOX Shows,The Four: Battle for Stardom,2018,1,4,Week Four,{'fox': ['9af91acbb997776c97ecfeebc8f756f3']}
2018-03-13,FOX Shows,The Four: Battle for Stardom,2018,1,3,Week Three,{'fox': ['60c65934e56dee7224d54f7af38dab2d']}
2018-03-13,FOX Shows,The Four: Battle for Stardom,2018,1,2,Week Two,{'fox': ['a86c578e0cf58adb1f08142d0cd43c9f']}
2018-03-13,FOX Shows,The Four: Battle for Stardom,2018,1,1,Week One,{'fox': ['7dd392a74549fc0eeef59da38c9559a6']}
2018-03-13,FOX Shows,Trackers,2018,1,3,Lost in the Woods,{'fox': ['da7e839c95fe67603268b7e07c62a135']}
2018-03-13,FOX Shows,Trackers,2018,1,2,Finding Hope,{'fox': ['df7251b2c3d171a007e59674c86fe8bf']}
2018-03-13,FOX Shows,Trackers,2018,1,1,Firework Frenzy,{'fox': ['ddbd2a5bd1748996d5024d772c00b5e3']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,16,All-Star Finale,{'fox': ['3b70eb8b2ce846d1695e2ac3d8b25bab']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,15,Final Three,{'fox': ['1a8d6c7762da9156c4aff119ccffb011']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,14,Families Come to Hell,{'fox': ['dcf34932a7a3e196056c719604fe0388']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,13,Stars Heating Up Hell,{'fox': ['3d1a69b89b07ba6ff9eb96e343160d7a']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,12,Five Is the New Black,{'fox': ['c26870efe8f52028af5165ee688acaf7']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,11,Trying to Pasta Test,{'fox': ['1d6ea3c9220bff40374b13f4f8972eb9']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,10,It's All Gravy,{'fox': ['34a045b5137bf72b266641fb952d8007']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,9,Catch of the Day,{'fox': ['855182179fedfca06d1aaee08b5d77b5']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,8,Welcome to the Jungle,{'fox': ['dcc70e9f76a6cb11823436f34e4da54e']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,7,Trimming the Fat,{'fox': ['8f3d35bdf188e1de08e1ef71d2448caf']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,6,A Little Slice of Hell,{'fox': ['34f3d2dbef7e404f8a9857b7ee440d74']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,5,Josh Josh Josh,{'fox': ['b9a36d9ae58b0ebef908c1daef9c357a']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,4,Just Letter Cook,{'fox': ['50fcd2755f1408fde2810062441cd262']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,3,Tower of Terror,{'fox': ['a1937792747edc1dcba3d6ccc674ce38']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,2,Raising the Bar,{'fox': ['dfff6d47e755324ac06b120f884c6f49']}
2018-03-13,FOX Shows,Hell's Kitchen,2005,17,1,All-Stars Arrive,{'fox': ['bdbe7b35b881f6b470cb9b5ef4a5613e']}
2018-03-13,FOX Shows,Monster Croc Wrangler,2016,3,8,Croc Stalker,{'fox': ['99e032f3a64a622e5fa985a385a5141f']}
2018-03-13,FOX Shows,Monster Croc Wrangler,2016,3,7,Croc Stakeout,{'fox': ['a3fafaec712a9b398fb9af27f0d61199']}
2018-03-13,FOX Shows,Monster Croc Wrangler,2016,3,6,Jaws Strike Back,{'fox': ['f87785eaec6c56f892da3d37a3b1a8ff']}
2018-03-13,FOX Shows,Monster Croc Wrangler,2016,3,5,Aerial Attack,{'fox': ['bf3e0727f796e955d73f98d406735b6b']}
2018-03-13,FOX Shows,Monster Croc Wrangler,2016,3,4,The Croc that Ate a Boat,{'fox': ['945b404a97be8b2f5d6f39b6296106c1']}
2018-03-13,FOX Shows,Monster Croc Wrangler,2016,3,3,Appetite for Destruction,{'fox': ['37627812e88cc07dd0c9cc2fbadc1e8a']}
2018-03-13,FOX Shows,Monster Croc Wrangler,2016,3,2,Croc at the Door,{'fox': ['abd148cd9c6ea4cd7907d035124cf806']}
2018-03-13,FOX Shows,Monster Croc Wrangler,2016,3,1,To Catch a Giant,{'fox': ['75f10050f421fcc15055df405a0ada1a']}
2018-03-13,FOX Shows,Tut's Treasures: Hidden Secrets,2018,1,3,Tales from the Tomb,{'fox': ['c0f4b5ffa04a28ab2a08e9a69f1b8c08']}
2018-03-13,FOX Shows,Tut's Treasures: Hidden Secrets,2018,1,2,Golden Mask,{'fox': ['278d89b33ce9290cfcd1f91f440e2387']}
2018-03-13,FOX Shows,Tut's Treasures: Hidden Secrets,2018,1,1,Treasures Rediscovered,{'fox': ['745b55be88546b99645e20a489c2d706']}
2018-03-13,FOX Shows,Inside Combat Rescue,2018,1,7,Horrors of War,{'fox': ['0e48ecfb42aba6d5368c0da207cc8b6d']}
2018-03-13,FOX Shows,Animal Fight Night,2013,6,3,"Eat, Prey, Kill",{'fox': ['fc90c97d2ff5e9a553edd9a7224583bf']}
2018-03-13,FOX Shows,Animal Fight Night,2013,6,2,Blood Feud,{'fox': ['058e170311239965bbc896089af7e203']}
2018-03-13,FOX Shows,Animal Fight Night,2013,6,1,Firepower,{'fox': ['f9603a55435979261fe5d27ea7460836']}
2018-03-13,FOX Shows,Animal Fight Night,2013,5,8,Total Domination,{'fox': ['c3bcc5a7ad248bb4946d7bf344a4c8d4']}
2018-03-13,FOX Shows,Animal Fight Night,2013,5,7,Rampage!,{'fox': ['cf5edf3cab0d1bcac3d26c59862ee723']}
2018-03-13,FOX Shows,Animal Fight Night,2013,5,6,Winner Takes All,{'fox': ['2fe33be3c546c6f127c74f4493db4a4b']}
2018-03-13,FOX Shows,Animal Fight Night,2013,5,5,Release the Beast,{'fox': ['64ae9929cd3aa69f70f73508787d3192']}
2018-03-13,FOX Shows,Animal Fight Night,2013,5,4,Bone Crushers,{'fox': ['5204d69273f0e0fbfb0c535029e0183c']}
2018-03-13,FOX Shows,Animal Fight Night,2013,5,3,Margin of Terror,{'fox': ['f1a48c2e7b8910048660eaae4618e8dd']}
2018-03-13,FOX Shows,Animal Fight Night,2013,5,2,Plan of Attack,{'fox': ['d76cc63d210ec6082c744d0ba3d12273']}
2018-03-13,FOX Shows,Animal Fight Night,2013,5,1,Dare or Die,{'fox': ['f1e73c6d144d2a900f7c0d7d3e973019']}
2018-03-13,FOX Shows,The Gifted,2017,1,13,X-roads,{'fox': ['12d91ffa526ccf85a1c6c39cec337503']}
2018-03-13,FOX Shows,The Gifted,2017,1,12,eXtraction,{'fox': ['0658b4e580786b016181e90f54cf2dc5']}
2018-03-13,FOX Shows,The Gifted,2017,1,11,3 X 1,{'fox': ['ea20f60f94d0dfb74ed2869864a0376f']}
2018-03-13,FOX Shows,The Gifted,2017,1,10,eXploited,{'fox': ['810a1177155d6472ef1a8ea3b14a67e9']}
2018-03-13,FOX Shows,The Gifted,2017,1,9,outfoX,{'fox': ['c0a8c466a2bb074ba82c1d45b79dcabf']}
2018-03-13,FOX Shows,The Gifted,2017,1,8,threat of eXtinction,{'fox': ['16c10d8cd826bd3631ea885b0e6585dd']}
2018-03-13,FOX Shows,The Gifted,2017,1,7,eXtreme measures,{'fox': ['8073130180fc6547ac22c00038ebb1d1']}
2018-03-13,FOX Shows,The Gifted,2017,1,6,got your siX,{'fox': ['c0157d96cd2d2e1077f7c5873ad87df9']}
2018-03-13,FOX Shows,The Gifted,2017,1,5,boXed in,{'fox': ['bdbc7d7b70d6fab9dd05d779d28184f8']}
2018-03-13,FOX Shows,The Gifted,2017,1,4,eXit strategy,{'fox': ['93ebd57eda5958600f31bcd89ca74970']}
2018-03-13,FOX Shows,The Gifted,2017,1,3,eXodus,{'fox': ['d5b3b5e9497a92b922b44366bf3c70fa']}
2018-03-13,FOX Shows,The Gifted,2017,1,2,rX,{'fox': ['ef218c9ab8fef0f45b08479dcc4f04a5']}
2018-03-13,FOX Shows,The Gifted,2017,1,1,eXposed,{'fox': ['08f0049d7f82207ff70ffae5e1256b26']}
2018-03-13,FOX Shows,The Last Man on Earth,2015,4,10,Paint Misbehavin',{'fox': ['a7d9518c81eed963dde9b55247f77f96']}
2018-03-13,FOX Shows,The Last Man on Earth,2015,4,9,Karl,{'fox': ['9ce222b54d09159d5d19217a7b1389b0']}
2018-03-13,FOX Shows,The Last Man on Earth,2015,4,8,Not Appropriate for Miners,{'fox': ['5b290f9c5f6d62fa0a8436192ffa4c25']}
2018-03-13,FOX Shows,The Last Man on Earth,2015,4,7,Gender Friender,{'fox': ['9e1af192c83947790bbda4c9e2aa6a11']}
2018-03-13,FOX Shows,The Last Man on Earth,2015,4,6,Double Cheeseburger,{'fox': ['3d0b42b792f623d2154a12cf4d1f03ca']}
2018-03-13,FOX Shows,The Last Man on Earth,2015,4,5,La Abuela,{'fox': ['1073005a4f98afed4678d96a95e89f48']}
2018-03-13,FOX Shows,The Last Man on Earth,2015,4,4,Wisconsin,{'fox': ['ff5f00db90875bfb47487803470647b9']}
2018-03-13,FOX Shows,The Last Man on Earth,2015,4,3,Skeleton Crew,{'fox': ['8693154c8fb6c988a25578deb7f6a819']}
2018-03-13,FOX Shows,The Last Man on Earth,2015,4,2,Stocko Syndome,{'fox': ['a27b69d53bc8112c8d57473f2fd97711']}
2018-03-13,FOX Shows,The Last Man on Earth,2015,4,1,M.U.B.A.R.,{'fox': ['44616651c6c3df35f8dcc566722041de']}
2018-03-13,FOX Shows,Family Guy,1999,16,11,Dog Bites Bear,{'fox': ['79897f18218301e79d65f7a127f2ca5a']}
